0: y0-s6, y2-s6, y4-s6, y6-s6, y8-s6, g0-s7, g2-s7, g1-s0, y1-s5, g4-s7, g3-s0, y3-s5, g6-s7, g5-s0, y5-s5, g8-s7, g7-s0, y7-s5, g9-s0, y9-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
67: g5-s7, g4-s0->s1, b1-s1->s0, y7-s1->s2, y2-s2->s1, b5-s3->s1, b0-s3->s5, y8-s4->s2, y5-s4->s6, b7-s5->s3, y1-s6->s4, g6-s0, b8-s1, y9-s1, g1-s2, b2-s3, b9-s5, y3-s6, g0-s1, g7-s1, y4-s2, y0-s1, g9-s1, y6-s2, b3-s1, g3-s2, g2-s1, g8-s1, b4-s1->s3, b6-s1, 
68: b5-s3->s1, y8-s4->s2, y1-s6->s4, y9-s1->s2, y3-s6, g7-s1, g9-s1, g6-s0, b4-s1->s3, y2-s2->s1, y5-s4->s6, b7-s5->s3, g5-s7->s2, b8-s1, y7-s2, b0-s5, b1-s1->s0, b6-s1, g1-s2, b9-s5, g0-s1, y4-s2, y0-s1, y6-s2, b3-s1, g3-s2, g2-s1, g8-s1, g4-s1, b2-s3->s5, 
69: b4-s1->s3, y7-s2->s4, b9-s5->s3, g5-s7->s2, b6-s1, b8-s1, y8-s2, g6-s0, y2-s2->s1, b2-s3->s5, y1-s6->s4, b1-s0, g0-s1, b7-s3, b0-s5, y5-s6, y9-s1->s2, g1-s2, y3-s6, y0-s1, g7-s1, y4-s2, b3-s1, g9-s1, y6-s2, g2-s1, g3-s2, g8-s1, g4-s1, b5-s1, 
70: b7-s3, y1-s4, y9-s1->s2, y2-s2->s1, y7-s2->s4, b2-s3->s5, b9-s5->s3, y3-s6->s4, g5-s7->s2, g0-s1, g7-s1, g1-s2, b0-s5, y0-s1, g9-s1, y4-s2, b3-s1, y6-s2, g2-s1, g3-s2, g8-s1, y8-s2, g4-s1, b5-s1, b4-s1->s3, b6-s1, b8-s1, g6-s0, b1-s0, y5-s6, 
71: y9-s1->s2, b4-s1->s3, y2-s2->s1, y7-s2->s4, y1-s4->s2, b9-s5->s3, y3-s6->s4, g5-s7->s2, g0-s1, b7-s3, y5-s6, g7-s1, b6-s1, g1-s2, b0-s5, y0-s1, g9-s1, b8-s1, y4-s2, b3-s1, y6-s2, g2-s1, g3-s2, g8-s1, y8-s2, g4-s1, b5-s1, g6-s0, b2-s3->s5, b1-s0, 
72: b4-s3, y9-s1->s2, y1-s4->s2, g7-s1, g9-s1, y3-s6->s4, y5-s6, g6-s0, g5-s7->s2, b1-s0, b6-s1->s3, y2-s2->s1, y7-s2->s4, b7-s3->s1, b2-s3->s5, b9-s5->s3, b8-s1, g1-s2, b0-s5, y4-s2, y6-s2, g3-s2, y8-s2, g0-s1, y0-s1, b3-s1, g2-s1, g8-s1, g4-s1, b5-s1, 
73: b4-s3, g6-s0->s1, y9-s1->s2, b7-s3->s1, y1-s4->s2, y3-s6->s4, g7-s1, y5-s6, g9-s1, b1-s0, b6-s1->s3, y2-s2->s1, b2-s3->s5, b9-s5->s3, g0-s1, g5-s2, y7-s4, b8-s1, g1-s2, b0-s5, y0-s1, y4-s2, b3-s1, y6-s2, g2-s1, g3-s2, g8-s1, y8-s2, g4-s1, b5-s1, 
74: y7-s4, y9-s1->s2, b6-s1->s3, g1-s2->s1, b7-s3->s1, y1-s4->s2, y3-s6->s4, y0-s1, g7-s1, b8-s1, y4-s2, y5-s6, b3-s1, g9-s1, y6-s2, g2-s1, g0-s1, g3-s2, g8-s1, y8-s2, g4-s1, g5-s2, b5-s1, y2-s1, b9-s5->s3, b0-s5, b1-s0, g6-s0->s1, b2-s3->s5, b4-s3, 
75: y3-s6->s4, y5-s6, b1-s0, y0-s1, y1-s2, y7-s4, g6-s0->s1, y9-s1->s2, g1-s2->s1, b7-s3->s1, b2-s3->s5, b9-s5->s3, b3-s1, g7-s1, y4-s2, b4-s3, b0-s5, g2-s1, g9-s1, y6-s2, g8-s1, g0-s1, g3-s2, g4-s1, y8-s2, b5-s1, g5-s2, y2-s1, b6-s1->s3, b8-s1, 
76: y0-s1->s5, g1-s2->s1, b7-s3->s1, b2-s3->s5, b9-s5->s3, y3-s6->s4, b1-s0, b3-s1, y1-s2, y7-s4, g7-s1->s2, b6-s1->s3, y4-s2, b4-s3, b0-s5, y5-s6, g2-s1, y9-s2, g9-s1, b8-s1, y6-s2, g8-s1, g0-s1, g3-s2, g4-s1, y8-s2, b5-s1, g5-s2, y2-s1, g6-s1, 
77: y9-s2, y7-s4, g7-s1->s2, b6-s1->s3, y0-s1->s5, g1-s2->s1, b7-s3->s1, b2-s3->s5, b9-s5->s3, y3-s6->s4, b1-s0, g9-s1, b8-s1, y4-s2, b4-s3, b0-s5, y5-s6, g0-s1, y6-s2, g3-s2, y8-s2, g5-s2, y1-s2, b3-s1, g2-s1, g8-s1, g4-s1, b5-s1, y2-s1, g6-s1, 
78: g7-s1->s2, y3-s6->s4, g2-s1, g9-s1, y5-s6, g8-s1, g0-s1, g4-s1, b5-s1, y2-s1, g6-s1, b7-s1, b1-s0, y9-s2, b6-s3, b2-s5, b3-s1->s0, b8-s1->s3, g1-s2->s1, b4-s3->s5, y7-s4->s6, b9-s5->s3, y0-s5, y4-s2, b0-s5, y6-s2, g3-s2, y8-s2, g5-s2, y1-s2, 
79: y9-s2->s4, b4-s3->s5, y7-s4->s6, b0-s5->s3, y3-s6->s4, b1-s0, g7-s1->s2, b8-s1->s3, g1-s2->s1, y5-s6, g9-s1, y4-s2, g0-s1, y6-s2, g3-s2, y8-s2, g5-s2, y1-s2, b2-s5, g2-s1, b6-s3, y0-s5, b3-s1->s0, g8-s1, g4-s1, b5-s1, y2-s1, g6-s1, b7-s1, b9-s3, 
80: b6-s3, b2-s5, b3-s1->s0, g7-s1->s2, g1-s2->s1, y9-s2->s4, b4-s3->s5, b0-s5->s3, y3-s6->s4, b1-s0, g2-s1, b9-s3, y0-s5, g9-s1, y4-s2, y5-s6, g8-s1, g0-s1, y6-s2, g4-s1, g3-s2, b5-s1, y8-s2, y2-s1, g5-s2, g6-s1, y1-s2, b7-s1, y7-s4->s6, b8-s1->s3, 
81: b9-s3, b0-s5->s3, b3-s0, y3-s4, b2-s5, b1-s0->s1, g7-s1->s2, b8-s1->s3, b4-s3->s5, y7-s4->s6, y5-s6->s4, g2-s1, y0-s5, g9-s1, b6-s3, g8-s1, g0-s1, g4-s1, b5-s1, y2-s1, g6-s1, b7-s1, g1-s2->s1, y4-s2, y9-s2->s4, y6-s2, g3-s2, y8-s2, g5-s2, y1-s2, 
82: y9-s2->s4, b9-s3->s1, y7-s4->s6, b0-s5->s3, y5-s6->s4, g2-s1, y3-s4, b2-s5, b8-s1->s3, g1-s2->s1, g8-s1, y0-s5, y4-s2, g4-s1, y6-s2, b5-s1, g3-s2, y2-s1, y8-s2, g6-s1, g5-s2, b7-s1, y1-s2, b3-s0, b4-s3->s5, b1-s0->s1, g7-s1->s2, b6-s3, g9-s1, g0-s1, 
83: b3-s0, b8-s1->s3, y4-s2->s1, b9-s3->s1, b4-s3->s5, y7-s4->s6, b0-s5->s3, y5-s6->s4, g8-s1, y3-s4, b2-s5, b1-s0->s1, g7-s1->s2, y6-s2, b6-s3, g4-s1, y9-s4, y0-s5, g9-s1, g3-s2, b5-s1, g0-s1, y8-s2, y2-s1, g2-s1, g5-s2, g6-s1, y1-s2, b7-s1, g1-s1, 
84: y3-s4->s2, b0-s5->s3, g8-s1, g4-s1, b5-s1, y2-s1, g6-s1, b7-s1, g1-s1, b1-s1, y5-s6->s4, b4-s3->s5, b6-s3, b3-s0, y7-s4->s6, b8-s3, y9-s4, b2-s5, g7-s1->s2, y4-s2->s1, b9-s3->s1, y0-s5, g9-s1, y6-s2, g0-s1, g3-s2, g2-s1, y8-s2, g5-s2, y1-s2, 
85: b9-s3->s1, b4-s3->s5, b0-s5->s3, y5-s6->s4, b3-s0, g8-s1, y9-s4, b2-s5, g9-s1->s2, y4-s2->s1, b6-s3, g4-s1, y0-s5, g0-s1, y6-s2, b5-s1, g2-s1, g3-s2, y2-s1, y8-s2, g6-s1, g5-s2, b7-s1, y1-s2, g1-s1, b1-s1, b8-s3, g7-s2, y3-s4->s2, y7-s4->s6, 
86: b0-s5->s3, y5-s6->s4, b3-s0, g8-s1, g7-s2, b8-s3, y9-s4, y0-s5, g9-s1->s2, y4-s2->s1, b9-s3->s1, b4-s3->s5, y3-s4->s2, y7-s4->s6, b2-s5, g4-s1, g0-s1, y6-s2, b6-s3, b5-s1, g2-s1, g3-s2, y2-s1, y8-s2, g6-s1, g5-s2, b7-s1, y1-s2, g1-s1, b1-s1, 
87: y4-s2->s1, y6-s2, g3-s2, y8-s2, g5-s2, y1-s2, y9-s4, b3-s0, g7-s2->s7, b9-s3->s1, b4-s3->s5, y3-s4->s2, y7-s4->s6, b0-s5->s3, y5-s6->s4, g8-s1, y0-s5, g9-s1->s2, b6-s3, b2-s5, g4-s1, g0-s1, b8-s3, b5-s1, g2-s1, y2-s1, g6-s1, b7-s1, g1-s1, b1-s1, 
88: y4-s2->s1, g7-s2->s7, b0-s5->s3, y6-s2, b2-s5, g3-s2, y8-s2, g5-s2, y1-s2, y7-s6, y9-s4, b3-s0, y0-s5, g8-s1->s0, g9-s1->s2, b4-s3->s5, y5-s6->s4, g4-s1, y3-s2, g0-s1, b6-s3, b5-s1, g2-s1, b8-s3, y2-s1, g6-s1, b7-s1, g1-s1, b1-s1, b9-s1, 
89: y0-s5, y5-s6->s4, b3-s0, b4-s5, y7-s6, y4-s2->s1, y6-s2, g3-s2, y8-s2, g5-s2, y1-s2, y3-s2, g4-s1, g7-s2->s7, b6-s3->s5, y9-s4->s6, b2-s5->s3, b5-s1, b0-s3, g8-s1->s0, g9-s1->s2, b8-s3, y2-s1, g0-s1, g6-s1, g2-s1, b7-s1, g1-s1, b1-s1, b9-s1, 
90: b3-s0->s1, g8-s1->s0, g9-s1->s2, y4-s2->s1, g7-s2->s7, b0-s3->s1, b6-s3->s5, y9-s4->s6, b2-s5->s3, y5-s6->s4, g4-s1, g0-s1, y6-s2, b8-s3, y7-s6, b5-s1, g2-s1, g3-s2, y2-s1, y8-s2, g6-s1, g5-s2, b7-s1, y1-s2, g1-s1, y3-s2, b1-s1, b9-s1, y0-s5, b4-s5, 
91: b3-s0->s1, g9-s1->s2, y4-s2->s1, g7-s2->s7, b6-s3->s5, y9-s4->s6, b2-s5->s3, y5-s6->s4, g8-s0, g4-s1, g0-s1, y6-s2, b8-s3, y7-s6, b5-s1, g2-s1, g3-s2, y2-s1, y8-s2, g6-s1, g5-s2, b7-s1, y1-s2, g1-s1, y3-s2, b1-s1, b9-s1, y0-s5, b4-s5, b0-s3->s1, 
92: b6-s3->s5, y9-s4->s6, b2-s5->s3, y7-s6->s4, g8-s0, b5-s1, y5-s4, g7-s7, b3-s0->s1, g9-s1->s2, y6-s2->s1, b0-s3->s1, b8-s3, y2-s1, g0-s1, g3-s2, g6-s1, g2-s1, y8-s2, b7-s1, g4-s1, g5-s2, g1-s1, y1-s2, b1-s1, y3-s2, b9-s1, y4-s1, y0-s5, b4-s5, 
93: g9-s1->s2, y6-s2->s1, b0-s3->s1, b6-s3->s5, y9-s4->s6, y0-s5->s1, b2-s5->s3, y7-s6->s4, g7-s7->s2, g8-s0, b5-s1, y5-s4, b4-s5, g0-s1, g3-s2, b8-s3, y2-s1, g2-s1, y8-s2, g6-s1, g4-s1, g5-s2, b7-s1, y1-s2, g1-s1, y3-s2, b1-s1, b9-s1, y4-s1, b3-s1, 
94: y6-s2->s1, y5-s4->s2, g7-s7->s2, g3-s2, y8-s2, g5-s2, y1-s2, y3-s2, b2-s5->s3, y7-s6->s4, b4-s5, b0-s3->s1, b6-s3->s5, y9-s4->s6, y0-s5->s1, y2-s1, g9-s2, g8-s0->s1, b5-s1->s0, g0-s1->s2, b8-s3, g6-s1, g2-s1, b7-s1, g4-s1, g1-s1, b1-s1, b9-s1, y4-s1, b3-s1, 
95: g8-s0->s1, y6-s2->s1, g9-s2->s7, b6-s3->s5, b2-s5->s3, y7-s6->s4, g7-s7->s2, g3-s2, b8-s3, y8-s2, g5-s2, y1-s2, y3-s2, b4-s5, b0-s3->s1, y5-s4->s2, y9-s4->s6, y2-s1, b5-s1->s0, g0-s1->s2, g6-s1, g2-s1, b7-s1, g4-s1, g1-s1, b1-s1, b9-s1, y4-s1, b3-s1, y0-s1, 
96: b4-s5, g8-s0->s1, b5-s1->s0, y6-s2->s1, g9-s2->s7, b6-s3->s5, y9-s4->s6, b2-s5->s3, y7-s6->s4, g7-s7->s2, g3-s2, b8-s3, y8-s2, g5-s2, y1-s2, y3-s2, y5-s4->s2, y2-s1, g6-s1, g0-s1->s2, b7-s1, g2-s1, g1-s1, g4-s1, b1-s1, b9-s1, y4-s1, b3-s1, y0-s1, b0-s1, 
97: y5-s4->s2, y7-s6->s4, y2-s1, g6-s1, g0-s1->s2, g9-s2->s7, y9-s4->s6, b7-s1, g2-s1, g1-s1, g4-s1, b1-s1, b9-s1, y4-s1, b3-s1, y0-s1, b0-s1, g8-s1, b5-s0, b4-s5, y6-s2->s1, b6-s3->s5, b2-s5->s3, g7-s7->s2, g3-s2, b8-s3, y8-s2, g5-s2, y1-s2, y3-s2, 
98: g9-s2->s7, b8-s3->s5, y9-s4->s6, y7-s6->s4, g7-s2, b2-s3, b4-s5, b5-s0->s1, g0-s1->s2, y2-s1->s5, y6-s2->s1, y5-s2, b6-s5, g2-s1, g3-s2, g4-s1, y8-s2, g5-s2, y1-s2, y3-s2, g6-s1, b7-s1, g1-s1, b1-s1, b9-s1, y4-s1, b3-s1, y0-s1, b0-s1, g8-s1, 
99: g7-s2, b2-s3, b4-s5, y9-s6, b5-s0->s1, g0-s1->s2, y2-s1->s5, y6-s2->s1, g9-s2->s7, y7-s6->s4, b7-s1, y5-s2, b6-s5, g2-s1, g3-s2, g1-s1, g4-s1, y8-s2, b1-s1, g6-s1, g5-s2, b9-s1, y1-s2, y4-s1, y3-s2, b3-s1, y0-s1, b0-s1, g8-s1, b8-s3->s5, 
100: b4-s5, g0-s1->s2, g3-s2->s1, y7-s6->s4, b7-s1, b6-s5, g2-s1, y8-s2, g1-s1, y2-s5, g4-s1, g5-s2, b1-s1, g6-s1, y1-s2, b9-s1, y3-s2, y4-s1, g7-s2, b3-s1, y0-s1, b0-s1, g8-s1, y6-s1, b2-s3, y9-s6, y5-s2, g9-s7, b5-s0->s1, b8-s3->s5, 
101: b4-s5->s3, y7-s6->s4, g9-s7->s2, y5-s2, g3-s2->s1, b2-s3->s1, b8-s3->s5, y8-s2, g5-s2, y1-s2, y3-s2, g7-s2, y9-s6, b6-s5, y2-s5, b7-s1->s0, g0-s1->s2, g2-s1, g4-s1, g6-s1, g1-s1, b1-s1, b9-s1, y4-s1, b3-s1, y0-s1, b0-s1, g8-s1, y6-s1, b5-s1, 
102: g3-s2->s1, b2-s3->s1, b4-s5->s3, y7-s6->s4, g9-s7->s2, y8-s2, y9-s6, g5-s2, y1-s2, y3-s2, g7-s2, y5-s2, b6-s5, g1-s1, y2-s5, b7-s1->s0, b1-s1, b9-s1, y4-s1, b3-s1, y0-s1, b0-s1, g8-s1, y6-s1, b5-s1, g0-s1->s2, g2-s1, b8-s3->s5, g4-s1, g6-s1, 
103: g3-s2->s1, b8-s3->s5, b4-s5->s3, y9-s6->s4, g9-s7->s2, g0-s2, y7-s4, b6-s5, b7-s1->s0, g2-s1->s2, y8-s2, y2-s5, g4-s1, g5-s2, g6-s1, y1-s2, y3-s2, g7-s2, y5-s2, g1-s1, b1-s1, b9-s1, y4-s1, b3-s1, y0-s1, b0-s1, g8-s1, y6-s1, b5-s1, b2-s3->s1, 
104: y2-s5, b4-s5->s3, y9-s6->s4, b6-s5, g9-s7->s2, g1-s1, g0-s2, y7-s4, g2-s1->s2, g3-s2->s1, b2-s3->s1, b1-s1, g4-s1, y8-s2, b9-s1, g6-s1, g5-s2, y4-s1, y1-s2, b3-s1, y3-s2, y0-s1, g7-s2, b0-s1, y5-s2, g8-s1, y6-s1, b5-s1, b7-s0, b8-s3->s5, 
105: b4-s5->s3, g9-s7->s2, b7-s0, g2-s1->s2, g3-s2->s1, g0-s2->s7, b2-s3->s1, b8-s3->s5, b6-s5, g4-s1, g6-s1, y9-s6->s4, y8-s2, y2-s5->s1, g1-s1, y7-s4, g5-s2, b1-s1, y1-s2, b9-s1, y3-s2, y4-s1, g7-s2, b3-s1, y5-s2, y0-s1, b0-s1, g8-s1, y6-s1, b5-s1, 
106: g1-s1->s0, b2-s3->s1, b8-s3->s5, y2-s5->s1, b4-s5->s3, b7-s0, b6-s5, y9-s6->s4, b1-s1, g9-s2, g2-s1->s2, g3-s2->s1, g0-s2->s7, b9-s1, g4-s1, y8-s2, y4-s1, g6-s1, g5-s2, b3-s1, y1-s2, y0-s1, y3-s2, b0-s1, g7-s2, g8-s1, y5-s2, y6-s1, b5-s1, y7-s4, 
107: y9-s6->s4, b8-s5, b1-s1, y7-s4, b7-s0->s1, g1-s1->s0, g2-s1->s2, g3-s2->s1, g0-s2->s7, b4-s5->s3, b9-s1, g4-s1, y8-s2, b6-s5, y4-s1, g6-s1, g5-s2, b3-s1, y1-s2, y0-s1, y3-s2, b0-s1, g7-s2, g8-s1, y5-s2, y6-s1, g9-s2, b5-s1, b2-s1, y2-s1, 
108: y7-s4, g2-s1->s2, g3-s2->s1, g0-s2->s7, b4-s5->s3, y9-s6->s4, g4-s1, y8-s2, b6-s5, g6-s1, g5-s2, y1-s2, y3-s2, g7-s2, y5-s2, g9-s2, b8-s5, b9-s1, b7-s0->s1, g1-s1->s0, b1-s1->s3, y4-s1, b3-s1, y0-s1, b0-s1, g8-s1, y6-s1, b5-s1, b2-s1, y2-s1, 
109: y7-s4, b8-s5, b7-s0->s1, b9-s1->s0, g2-s1->s2, b1-s1->s3, y8-s2->s1, y9-s6->s4, g1-s0, y4-s1, g4-s1, g5-s2, b3-s1, g6-s1, y1-s2, y0-s1, y3-s2, b0-s1, g7-s2, g8-s1, y5-s2, y6-s1, g9-s2, b5-s1, b2-s1, y2-s1, g3-s1, b4-s5->s3, b6-s5, g0-s2->s7, 
110: y9-s6->s4, g1-s0, b1-s1->s3, y8-s2->s1, g5-s2, b4-s5->s3, y1-s2, b6-s5, y3-s2, b8-s5, g7-s2, y5-s2, g9-s2, y4-s1, y7-s4->s2, b3-s1, b9-s1->s0, g2-s1->s2, y0-s1, g4-s1, b0-s1, g6-s1, g8-s1, y6-s1, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, g0-s7, 
111: g2-s2, y8-s2->s1, y7-s4->s2, b4-s5->s3, y9-s6->s4, y4-s1, g5-s2, b6-s5, b3-s1, y1-s2, b8-s5, y0-s1, y3-s2, b0-s1, g7-s2, g8-s1, y5-s2, y6-s1, g9-s2, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, g0-s7->s2, g4-s1->s2, b1-s1->s3, g6-s1, g1-s0, b9-s1->s0, 
112: g0-s7->s2, g2-s2, g1-s0, b4-s3, g4-s1->s2, b1-s1->s3, y8-s2->s1, y7-s4->s2, b6-s5->s3, y9-s6->s4, b9-s0, y4-s1, g6-s1, g5-s2, b8-s5, b3-s1, y1-s2, y0-s1, y3-s2, b0-s1, g7-s2, g8-s1, y5-s2, y6-s1, g9-s2, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, 
113: g4-s1->s2, b1-s1->s3, y8-s2->s1, g2-s2->s7, b4-s3->s1, y7-s4->s2, b6-s5->s3, g0-s7->s2, b9-s0, y4-s1, g6-s1, g5-s2, b8-s5, b3-s1, y1-s2, y0-s1, y3-s2, b0-s1, g7-s2, g8-s1, y5-s2, y6-s1, g9-s2, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, g1-s0->s1, y9-s4, 
114: g1-s0->s1, y4-s1->s5, g2-s2->s7, b6-s5->s3, g0-s7->s2, b9-s0, y7-s2, b8-s5, b4-s3->s1, b3-s1, b1-s3, y9-s4, g4-s1->s2, y8-s2->s1, y0-s1, g6-s1, g5-s2, b0-s1, y1-s2, g8-s1, y3-s2, y6-s1, g7-s2, b5-s1, y5-s2, b2-s1, g9-s2, y2-s1, g3-s1, b7-s1, 
115: y9-s4, y4-s1->s5, y8-s2->s1, b4-s3->s1, b6-s5->s3, g0-s7->s2, g5-s2, b8-s5, y1-s2, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g1-s0->s1, b9-s0, g2-s2->s7, b3-s1, b1-s3, g4-s1->s2, y0-s1, g6-s1, b0-s1, g8-s1, y6-s1, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, 
116: g0-s2, y9-s4, y4-s5, g4-s1->s2, y8-s2->s1, g2-s2->s7, b4-s3->s1, b6-s5->s3, b9-s0, b3-s1, g6-s1, g5-s2, b8-s5, y0-s1, y1-s2, b0-s1, y3-s2, g8-s1, g7-s2, y6-s1, y5-s2, b5-s1, g9-s2, b2-s1, y7-s2, y2-s1, g3-s1, b7-s1, g1-s1, b1-s3, 
117: y9-s4, y4-s5, b3-s1->s3, y8-s2->s1, g2-s2->s7, b4-s3->s1, b1-s3->s5, b6-s5->s3, b9-s0, y0-s1, g5-s2, b8-s5, b0-s1, y1-s2, g8-s1, y3-s2, y6-s1, g7-s2, b5-s1, y5-s2, b2-s1, g9-s2, y2-s1, y7-s2, g3-s1, g0-s2, b7-s1, g1-s1, g4-s1->s2, g6-s1, 
118: g5-s2->s1, b4-s3->s1, b1-s3->s5, b6-s5->s3, b9-s0, y0-s1, y9-s4, y4-s5, g2-s7, g4-s1->s2, y1-s2, b8-s5, b0-s1, g6-s1, y3-s2, g8-s1, g7-s2, y6-s1, y5-s2, b5-s1, g9-s2, b2-s1, y7-s2, y2-s1, g0-s2, g3-s1, b7-s1, g1-s1, y8-s1, b3-s1->s3, 
119: y0-s1, b0-s1, g8-s1, y6-s1, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, g1-s1, y8-s1, b4-s1, b9-s0, g4-s2, y4-s5, g6-s1->s2, b3-s1->s3, g5-s2->s1, b1-s3->s5, y9-s4->s2, b6-s5->s3, g2-s7->s2, y1-s2, b8-s5, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, 
120: b1-s3->s5, y9-s4->s2, y4-s5->s1, b6-s5->s3, g2-s7->s2, b9-s0, y0-s1, g4-s2, g6-s1->s2, b3-s1->s3, g5-s2->s1, b8-s5, b0-s1, y1-s2, g8-s1, y3-s2, y6-s1, g7-s2, b5-s1, y5-s2, b2-s1, g9-s2, y2-s1, y7-s2, g3-s1, g0-s2, b7-s1, g1-s1, y8-s1, b4-s1, 
121: b9-s0->s1, g6-s1->s2, g5-s2->s1, g4-s2->s7, b1-s3->s5, y9-s4->s2, y4-s5->s1, b8-s5->s3, g2-s7->s2, b0-s1, y0-s1, y1-s2, g8-s1, y3-s2, y6-s1, g7-s2, b5-s1, y5-s2, b2-s1, g9-s2, y2-s1, y7-s2, g3-s1, g0-s2, b7-s1, g1-s1, y8-s1, b4-s1, b3-s1->s3, b6-s3, 
122: b9-s0->s1, g6-s1->s2, b3-s1->s3, g5-s2->s1, g4-s2->s7, b1-s3->s5, y9-s4->s2, b8-s5->s3, g2-s7->s2, b0-s1, b6-s3, y0-s1, y1-s2, g8-s1, y3-s2, y6-s1, g7-s2, b5-s1, y5-s2, b2-s1, g9-s2, y2-s1, y7-s2, g3-s1, g0-s2, b7-s1, g1-s1, y8-s1, b4-s1, y4-s1, 
123: b9-s0->s1, g5-s2->s1, g4-s2->s7, b8-s5->s3, y1-s2, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, g2-s7->s2, b1-s3->s5, b0-s1, y9-s2, b6-s3, g6-s1->s2, g8-s1, b3-s3, y0-s1, y6-s1, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, g1-s1, y8-s1, b4-s1, y4-s1, 
124: g2-s2, g6-s1->s2, g5-s2->s1, g4-s2->s7, b6-s3->s1, b1-s3->s5, b8-s5->s3, y0-s1, y1-s2, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, y9-s2, b0-s1, g8-s1, y6-s1, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, g1-s1, y8-s1, b4-s1, y4-s1, b9-s1, b3-s3, 
125: b3-s3, g6-s1->s2, g5-s2->s1, g4-s2->s7, b6-s3->s1, b1-s3->s5, b8-s5->s3, b0-s1, y0-s1, y1-s2, g8-s1, y3-s2, y6-s1, g7-s2, b5-s1, y5-s2, b2-s1, g9-s2, y2-s1, y7-s2, g3-s1, g0-s2, b7-s1, y9-s2, g1-s1, g2-s2, y8-s1, b4-s1, y4-s1, b9-s1, 
126: b1-s5, g6-s1->s2, g5-s2->s1, b6-s3->s1, b8-s5->s3, g8-s1, y0-s1, y1-s2, y6-s1, y3-s2, b5-s1, g7-s2, b2-s1, y5-s2, y2-s1, g9-s2, g3-s1, y7-s2, b7-s1, g0-s2, g1-s1, y9-s2, y8-s1, g2-s2, b4-s1, y4-s1, b9-s1, b3-s3, g4-s7, b0-s1->s0, 
127: g4-s7->s2, b1-s5, g8-s1, g6-s2, b0-s1->s0, y0-s1->s2, y1-s2->s1, b6-s3->s1, b3-s3->s5, b8-s5->s3, y6-s1, y3-s2, b5-s1, g7-s2, b2-s1, y5-s2, y2-s1, g9-s2, g3-s1, y7-s2, b7-s1, g0-s2, g1-s1, y9-s2, y8-s1, g2-s2, b4-s1, y4-s1, b9-s1, g5-s1, 
128: y1-s2->s1, b3-s3->s5, g4-s7->s2, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, y9-s2, g2-s2, b8-s5->s3, b1-s5, b6-s3->s1, g8-s1, g6-s2, b0-s1->s0, y0-s1->s2, y6-s1, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, g1-s1, y8-s1, b4-s1, y4-s1, b9-s1, g5-s1, 
129: g4-s7->s2, b0-s0, y6-s1, b1-s5, y0-s1->s2, y1-s2->s1, g6-s2->s7, b6-s3->s1, b3-s3->s5, b8-s5->s3, b5-s1, g8-s1, y3-s2, b2-s1, g7-s2, y2-s1, y5-s2, g3-s1, g9-s2, b7-s1, y7-s2, g1-s1, g0-s2, y8-s1, y9-s2, b4-s1, g2-s2, y4-s1, b9-s1, g5-s1, 
130: b8-s3, b1-s5, g6-s2->s7, b3-s3->s5, g4-s7->s2, b0-s0, y6-s1, y0-s1->s2, y1-s2->s1, b5-s1, g8-s1, y3-s2, b2-s1, g7-s2, y2-s1, y5-s2, g3-s1, g9-s2, b7-s1, y7-s2, g1-s1, g0-s2, y8-s1, y9-s2, b4-s1, g2-s2, y4-s1, b9-s1, g5-s1, b6-s1, 
131: b8-s3->s1, b3-s3->s5, y6-s1, b5-s1, b2-s1, y2-s1, g3-s1, b7-s1, g1-s1, y8-s1, b4-s1, y4-s1, b9-s1, g5-s1, b6-s1, b0-s0, b1-s5, y0-s1->s2, g6-s2->s7, g4-s7->s2, g8-s1, y1-s2->s1, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, y9-s2, g2-s2, 
132: b0-s0, y1-s2->s1, y3-s2, g7-s2, y5-s2, g9-s2, y7-s2, g0-s2, y9-s2, g2-s2, b1-s5, g6-s2->s7, b8-s3->s1, b3-s3->s5, b5-s1, g4-s2, y0-s1->s2, y6-s1->s5, b2-s1, g8-s1, y2-s1, g3-s1, b7-s1, g1-s1, y8-s1, b4-s1, y4-s1, b9-s1, g5-s1, b6-s1, 
