0: g0-s0, g1-s7, y0-s5, y1-s6, b0-s0, b1-s5, 
1: g0-s0, g1-s7->s2, g2-s0, g3-s7, y0-s5, y1-s6, y2-s5, y3-s6, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, y0-s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
5: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, y0-s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, 
6: g0-s0->s1, g1-s2, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, y0-s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, 
7: g0-s1, g1-s2, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, g14-s0, g15-s7, y0-s1->s2, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, y14-s5, y15-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, 
8: g0-s1, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, g14-s0, g15-s7, g16-s0, g17-s7, y0-s1->s2, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, 
9: g0-s1, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, g10-s0, g11-s7, g12-s0, g13-s7, g14-s0, g15-s7, g16-s0, g17-s7, g18-s0, g19-s7, y0-s1->s2, y1-s6->s4, y2-s5->s1, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, y10-s5, y11-s6, y12-s5, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
35: g0-s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s1, g6-s1, g7-s2->s1, g8-s1, g9-s2, g10-s0->s1, g11-s2, g12-s0, g13-s7->s2, g14-s0, g15-s7, g16-s0, g17-s7, g18-s0, g19-s7, y0-s6, y1-s2, y2-s2->s4, y3-s2, y4-s1->s2, y5-s4, y6-s1, y7-s6->s4, y8-s1, y9-s6, y10-s1, y11-s6, y12-s1, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
36: g0-s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s1->s0, g6-s1, g7-s2->s1, g8-s1, g9-s2, g10-s0->s1, g11-s2, g12-s0, g13-s2, g14-s0, g15-s7->s2, g16-s0, g17-s7, g18-s0, g19-s7, y0-s6, y1-s2, y2-s2->s4, y3-s2, y4-s1->s2, y5-s4, y6-s1, y7-s6->s4, y8-s1, y9-s6, y10-s1, y11-s6, y12-s1, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
37: g0-s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s1->s0, g6-s1, g7-s2->s1, g8-s1, g9-s2, g10-s0->s1, g11-s2, g12-s0, g13-s2, g14-s0, g15-s7->s2, g16-s0, g17-s7, g18-s0, g19-s7, y0-s6, y1-s2, y2-s4, y3-s2, y4-s1->s2, y5-s4, y6-s1, y7-s6->s4, y8-s1, y9-s6, y10-s1, y11-s6, y12-s1, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
38: g0-s7, g1-s0, g2-s1, g3-s0, g4-s1, g5-s1->s0, g6-s1, g7-s2->s1, g8-s1, g9-s2, g10-s1, g11-s2, g12-s0->s1, g13-s2, g14-s0, g15-s7->s2, g16-s0, g17-s7, g18-s0, g19-s7, y0-s6, y1-s2, y2-s4, y3-s2, y4-s1->s2, y5-s4->s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, y10-s1, y11-s6, y12-s1, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
39: g0-s7, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s2->s1, g8-s1, g9-s2, g10-s1, g11-s2, g12-s0->s1, g13-s2, g14-s0, g15-s7->s2, g16-s0, g17-s7, g18-s0, g19-s7, y0-s6, y1-s2, y2-s4->s6, y3-s2, y4-s2, y5-s4->s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, y10-s1, y11-s6, y12-s1, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
40: g0-s7, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s1, g8-s1, g9-s2, g10-s1, g11-s2, g12-s0->s1, g13-s2, g14-s0, g15-s7->s2, g16-s0, g17-s7, g18-s0, g19-s7, y0-s6, y1-s2->s1, y2-s4->s6, y3-s2, y4-s2->s4, y5-s4->s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, y10-s1, y11-s6, y12-s1, y13-s6, y14-s5, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3, b8-s0, b9-s5->s3, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
41: g0-s7, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s1, g8-s1, g9-s2, g10-s1, g11-s2, g12-s1, g13-s2, g14-s0->s1, g15-s2, g16-s0, g17-s7->s2, g18-s0, g19-s7, y0-s6, y1-s2->s1, y2-s4->s6, y3-s2, y4-s2->s4, y5-s4->s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, y10-s1, y11-s6, y12-s1, y13-s6, y14-s5->s1, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
42: g0-s7, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s1, g8-s1, g9-s2, g10-s1, g11-s2, g12-s1, g13-s2, g14-s0->s1, g15-s2, g16-s0, g17-s7->s2, g18-s0, g19-s7, y0-s6, y1-s2->s1, y2-s4->s6, y3-s2, y4-s2->s4, y5-s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, y10-s1, y11-s6, y12-s1, y13-s6, y14-s5->s1, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
43: g0-s7, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s1, g8-s1, g9-s2, g10-s1, g11-s2, g12-s1, g13-s2, g14-s0->s1, g15-s2, g16-s0, g17-s7->s2, g18-s0, g19-s7, y0-s6, y1-s2->s1, y2-s4->s6, y3-s2, y4-s2->s4, y5-s2, y6-s1, y7-s6->s4, y8-s1, y9-s6, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
44: g0-s7, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s1, g8-s1, g9-s2, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s0->s1, g17-s7->s2, g18-s0, g19-s7, y0-s6, y1-s2->s1, y2-s4->s6, y3-s2, y4-s4, y5-s2, y6-s1, y7-s4, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s5, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
45: g0-s7, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s1->s0, g8-s1, g9-s2, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s0->s1, g17-s7->s2, g18-s0, g19-s7, y0-s6, y1-s2->s1, y2-s4->s6, y3-s2, y4-s4, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s5->s1, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
46: g0-s7, g1-s0, g2-s1->s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s1->s0, g8-s1, g9-s2, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s0->s1, g17-s2, g18-s0, g19-s7->s2, y0-s6, y1-s2->s1, y2-s4->s6, y3-s2, y4-s4, y5-s2, y6-s1, y7-s4->s2, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s5->s1, y17-s6, y18-s5, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
47: g0-s7, g1-s0, g2-s2, g3-s0, g4-s1, g5-s0, g6-s1, g7-s1->s0, g8-s1, g9-s2, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s0->s1, g19-s7->s2, y0-s6, y1-s2->s1, y2-s4->s6, y3-s2, y4-s4, y5-s2, y6-s1->s2, y7-s4->s2, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s5->s1, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5->s3, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
48: g0-s7, g1-s0, g2-s2->s7, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s0->s1, g19-s7->s2, y0-s6, y1-s1, y2-s4->s6, y3-s2, y4-s4, y5-s2, y6-s1->s2, y7-s4->s2, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s5->s1, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5->s3, b10-s0, b11-s5, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
49: g0-s7, g1-s0, g2-s2->s7, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s0->s1, g19-s7->s2, y0-s6, y1-s1, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1, b8-s0, b9-s3, b10-s0, b11-s5->s3, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
50: g0-s7, g1-s0, g2-s2->s7, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s7->s2, y0-s6, y1-s1, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1->s0, b8-s0, b9-s3, b10-s0, b11-s5->s3, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
51: g0-s7->s2, g1-s0, g2-s2->s7, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s1, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1->s0, b8-s0, b9-s3->s1, b10-s0, b11-s5->s3, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
52: g0-s7->s2, g1-s0, g2-s2->s7, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s1, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s0, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s1->s0, b8-s0, b9-s3->s1, b10-s0, b11-s5->s3, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
53: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s1, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s6->s4, y10-s1, y11-s6, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s0->s1, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s0, b8-s0, b9-s3->s1, b10-s0, b11-s5->s3, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
54: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s1, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s1, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s4, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s0->s1, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s0, b8-s0, b9-s3->s1, b10-s0, b11-s5->s3, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
55: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, g10-s1, g11-s2, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s1->s5, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s2, y7-s2, y8-s1, y9-s4, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s0->s1, b1-s0, b2-s0, b3-s0, b4-s0, b5-s0, b6-s0, b7-s0, b8-s0, b9-s3->s1, b10-s0, b11-s5->s3, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
56: g0-s2, g1-s0, g2-s7->s2, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s1, g10-s1, g11-s2->s1, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s1->s5, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s2->s4, y7-s2, y8-s1, y9-s4, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s1, b1-s0, b2-s0->s1, b3-s0, b4-s0, b5-s0, b6-s0, b7-s0, b8-s0, b9-s3->s1, b10-s0, b11-s5->s3, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
57: g0-s2, g1-s0, g2-s7->s2, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s1, g10-s1, g11-s2->s1, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s5, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s2->s4, y7-s2, y8-s1, y9-s4, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s1, b1-s0, b2-s0->s1, b3-s0, b4-s0, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, b10-s0, b11-s5->s3, b12-s0, b13-s5, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
58: g0-s2, g1-s0, g2-s7->s2, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s1, g10-s1, g11-s2->s1, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s5, y2-s6, y3-s2, y4-s4->s6, y5-s2, y6-s2->s4, y7-s2, y8-s1, y9-s4, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s1, b1-s0, b2-s0->s1, b3-s0, b4-s0, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, b10-s0, b11-s3, b12-s0, b13-s5->s3, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
59: g0-s2, g1-s0, g2-s7->s2, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s1, g10-s1, g11-s2->s1, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s5, y2-s6, y3-s2, y4-s6, y5-s2, y6-s2->s4, y7-s2, y8-s1, y9-s4, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s1, b1-s0, b2-s1, b3-s0, b4-s0, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, b10-s0, b11-s3, b12-s0, b13-s5->s3, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
60: g0-s2, g1-s0, g2-s7->s2, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s1, g10-s1, g11-s2->s1, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s5, y2-s6, y3-s2, y4-s6, y5-s2, y6-s4, y7-s2, y8-s1, y9-s4, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s1, b1-s0, b2-s1, b3-s0, b4-s0->s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, b10-s0, b11-s3->s1, b12-s0, b13-s5->s3, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
61: g0-s2, g1-s0, g2-s2, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s1->s0, g10-s1, g11-s2->s1, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s5, y2-s6, y3-s2, y4-s6, y5-s2, y6-s4, y7-s2, y8-s1, y9-s4->s2, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s1, b1-s0, b2-s1, b3-s0, b4-s0->s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, b10-s0, b11-s3->s1, b12-s0, b13-s5->s3, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
62: g0-s2, g1-s0, g2-s2, g3-s0, g4-s1->s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s1->s0, g10-s1, g11-s2->s1, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s5, y2-s6, y3-s2, y4-s6, y5-s2, y6-s4, y7-s2, y8-s1, y9-s4->s2, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s1, b1-s0, b2-s1, b3-s0, b4-s0->s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, b10-s0, b11-s3->s1, b12-s0, b13-s5->s3, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
63: g0-s2, g1-s0, g2-s2, g3-s0, g4-s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s1->s0, g10-s1, g11-s2->s1, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s5, y2-s6, y3-s2, y4-s6, y5-s2, y6-s4, y7-s2, y8-s1->s2, y9-s4->s2, y10-s1, y11-s6->s4, y12-s1, y13-s6, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s1, b1-s0, b2-s1, b3-s0, b4-s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1, b10-s0, b11-s3->s1, b12-s0, b13-s5->s3, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
64: g0-s2, g1-s0, g2-s2, g3-s0, g4-s2, g5-s0, g6-s1, g7-s0, g8-s1, g9-s0, g10-s1, g11-s1, g12-s1, g13-s2, g14-s1, g15-s2, g16-s1, g17-s2, g18-s1, g19-s2, y0-s6, y1-s5, y2-s6, y3-s2->s1, y4-s6, y5-s2, y6-s4, y7-s2, y8-s1->s2, y9-s4->s2, y10-s1, y11-s4, y12-s1, y13-s6->s4, y14-s1, y15-s6, y16-s1, y17-s6, y18-s1, y19-s6, b0-s1, b1-s0, b2-s1, b3-s0, b4-s1, b5-s0, b6-s0, b7-s0, b8-s0, b9-s1->s0, b10-s0, b11-s3->s1, b12-s0, b13-s5->s3, b14-s0, b15-s5, b16-s0, b17-s5, b18-s0, b19-s5, 
